Date,Open,High,Low,Close,Volume
2014-01-02,27.685587561257904,27.742425979494275,27.506884971325242,27.62751007080078,72783144
2014-01-03,27.67417621499381,27.722078188437397,27.42424111376404,27.42597770690918,66601332
2014-01-06,27.62478739318005,27.769982102311236,27.461719772086187,27.731760025024414,70701228
2014-01-07,27.922375948278628,28.286981072782318,27.82706762618986,28.266380310058594,102001896
2014-01-08,28.44359203895862,28.476354626927172,28.12813176948302,28.3252010345459,89610300
2014-01-09,28.380053203298885,28.399413000386158,27.936274215757372,28.052431106567383,83296620
2014-01-10,28.271840672858414,28.271840672858414,27.854120024711452,28.05094337463379,85654260
2014-01-13,27.958859742135772,28.466177612906723,27.728034736174827,27.87224006652832,96659244
2014-01-14,28.24379243953216,28.567693550033937,27.99906900571754,28.52798080444336,99204696
2014-01-15,28.617084513009857,28.66697278692995,28.38874142640008,28.508621215820312,77929992
2014-01-16,28.520534061288114,28.739692868872094,28.49323285016485,28.69725227355957,67288644
2014-01-17,28.7128892712167,28.8067088152328,28.39891964645824,28.556028366088867,107943948
2014-01-21,28.81415351770827,28.890351745169596,28.575139276315923,28.882905960083008,79116804
2014-01-22,28.95513152676595,28.98690096641948,28.762778295680427,28.915668487548828,62793144
2014-01-23,28.79106856332905,28.85286894897034,28.65133147659389,28.793550491333008,77886036
2014-01-24,28.56794322158563,28.630986476269737,27.87273839363123,27.893339157104492,155544300
2014-01-27,27.949678864883687,27.959606578570295,26.861822396995745,27.332406997680664,173969856
2014-01-28,27.558019282727127,27.94099103868417,27.548587198402828,27.872983932495117,88319592
2014-01-29,27.776435645979333,27.84171111997812,27.287484397950973,27.4736328125,95100804
2014-01-30,28.418774490730804,28.604675089999805,27.978220848645538,28.180253982543945,203452344
2014-01-31,29.072776109200102,29.44979084936362,28.570917728974514,29.31154441833496,222429348
2014-02-03,29.267613244519072,29.330158971987423,28.096362539181502,28.131607055664062,182581236
2014-02-04,28.24478776513317,28.666974784875467,28.220466000288106,28.249008178710938,112363524
2014-02-05,28.37856605190029,28.56198472235339,27.997332769594657,28.37409782409668,95684220
2014-02-06,28.570914628398725,28.79503915811269,28.48205895780279,28.790075302124023,77786136
2014-02-07,28.980449785408084,29.235348758907193,28.804972523314866,29.22393226623535,105342552
2014-02-10,29.083945351349378,29.347037319264352,29.01494698759337,29.11199378967285,77730192
2014-02-11,29.291686230019188,29.58207748462648,29.094119462062828,29.540132522583008,81949968
2014-02-12,29.51085006714006,29.53566935168522,29.321722200450147,29.453516006469727,68911020
2014-02-13,29.30608291924008,29.78138542175293,29.27902952293578,29.78138542175293,73382544
2014-02-14,29.674906327837864,29.892826058766044,29.605162631041416,29.853361129760742,87380532
2014-02-18,29.818861964553257,30.10329812903485,29.783865263039484,30.053905487060547,84271644
2014-02-19,29.915412239829898,30.012706856707286,29.72181615574576,29.84194564819336,84059856
2014-02-20,29.861801768963126,29.954875974832426,29.78932832531241,29.88587760925293,67963968
2014-02-21,29.977711960756515,30.028841200596506,29.854357089086907,29.8779354095459,74417508
2014-02-24,29.91690061862611,30.284235463612852,29.910447983423644,30.094364166259766,66905028
2014-02-25,30.179494210084332,30.39195256221088,30.042488745794305,30.280263900756836,57490452
2014-02-26,30.379545370033334,30.500666125158915,30.12538984669736,30.28448486328125,79208712
2014-02-27,30.240303410363175,30.38525218029641,30.206052044214488,30.260656356811523,50349600
2014-02-28,30.28870313596101,30.38425926495747,29.93824616643327,30.172298431396484,92451456
2014-03-03,29.951403320215288,29.97845671835288,29.588782605887832,29.85063362121582,84107808
2014-03-04,30.15616287038945,30.18098215186585,30.019654930555717,30.153928756713867,58649292
2014-03-05,30.15740439726715,30.35670966306812,30.067059940950788,30.237075805664062,49362588
2014-03-06,30.336852725080643,30.432906374129416,30.245515118002068,30.270584106445312,50673276
2014-03-07,30.449038146378687,30.45375418823098,30.06780490032599,30.150951385498047,60543396
2014-03-10,30.17329005759329,30.221689550599322,29.885378811255745,30.071033477783203,48535416
2014-03-11,30.12563697858967,30.13928758457125,29.700472435218664,29.783618927001953,68451480
2014-03-12,29.694515796870345,29.978704164500382,29.39146515181107,29.96505355834961,78493428
2014-03-13,29.981184711041866,30.044475773810227,29.405611923347188,29.51233673095703,93730176
2014-03-14,29.33685991389336,29.557261579921402,29.102064198677642,29.1087646484375,91664244
2014-03-17,29.268852299246195,29.711142481958692,29.240556048741443,29.587787628173828,86397516
2014-03-18,29.65157559796232,30.070039667263472,29.61161504030003,30.063337326049805,72527400
2014-03-19,30.076740724027186,30.081456766077153,29.645123561490276,29.76525115966797,64451484
2014-03-20,29.78262508423328,30.022386546769408,29.668702305090836,29.71337890625,67320612
2014-03-21,29.940477886311616,30.02287903235638,29.348275099965317,29.362918853759766,128211660
2014-03-24,29.391465648931128,29.409086962462883,28.44235313723338,28.739694595336914,121362516
2014-03-25,28.939989165287184,29.0352974806741,28.468413336593837,28.759302139282227,96311592
2014-03-26,28.840957994152628,29.0782375249868,28.083705032819942,28.095369338989258,103096800
2014-03-27,28.0675695127916,28.094622908189276,27.353998138442744,27.65630531311035,152735112
2014-03-28,27.77345788290646,28.12565338328072,27.742929404863727,27.802001953125,90265644
2014-03-31,28.05640031606276,28.17057090148872,27.62081057998747,27.662012100219727,77614308
2014-04-01,27.804976264807596,28.232622721996847,27.74863535791674,28.167844772338867,87152760
2014-04-02,28.341828631456522,28.41380643626794,27.89755216239872,28.173053741455078,83360556
2014-04-03,28.434489952841982,29.173879480171063,28.06851524409649,28.34076499938965,80366000
2014-04-04,28.6903729929248,28.74839373966035,27.001333836333977,27.03902244567871,107274000
2014-04-07,27.016212615478896,27.26713898300471,26.309057864607045,26.809917449951172,79232000
2014-04-08,27.029107001616843,27.76452775168279,27.011750527858407,27.64699935913086,69650000
2014-04-09,28.060085027475598,28.15728127948776,27.54137144455441,28.119592666625977,60632000
2014-04-10,28.167199741675528,28.17761362589624,27.0514215679072,27.11043357849121,65890000
2014-04-11,26.676520015220774,27.155064955150344,26.45138148466629,26.66759490966797,63494000
2014-04-14,26.96017631645483,27.42433854795398,26.80446179234138,27.036544799804688,50824000
2014-04-15,27.324162976770783,27.417889812789273,26.314508200321256,27.210105895996094,79956000
2014-04-16,27.65642219077313,27.96884061245897,27.428307993478484,27.96388053894043,91644000
2014-04-17,27.587987531038774,27.62170922076811,26.748921670157614,26.944307327270508,112294000
2014-04-21,26.97703566678436,26.97703566678436,26.481134289760483,26.747432708740234,48502000
2014-04-22,26.58031351703078,27.175395558217907,26.58031351703078,27.051420211791992,46622000
2014-04-23,26.960671051186797,27.016707393489355,26.190039870426613,26.655195236206055,39114000
2014-04-24,26.862482240537727,26.902650889463146,26.33236352406093,26.502954483032227,41348000
2014-04-25,26.394847185456793,26.474191328997914,25.910846585656433,25.940601348876953,47400000
2014-04-28,26.074495351225767,26.07945353264948,25.340559647416576,25.934650421142578,75056000
2014-04-29,25.979774872576336,26.667590535154314,25.9356393059179,26.596675872802734,50704000
2014-04-30,26.536673398115788,26.59717228796314,26.237644568034177,26.524770736694336,40770000
2014-05-01,26.493529736713057,26.77421084430802,26.424599478052205,26.70577621459961,40086000
2014-05-02,26.850082972669757,26.89768983481924,26.44493090717351,26.474685668945312,35616000
2014-05-05,26.294673492869496,26.56642761126412,26.16276430296551,26.547088623046875,24568000
2014-05-06,26.451876939415957,26.508410804970953,25.898947926095882,25.91431999206543,36700000
2014-05-07,25.94803971229068,26.00655608941972,25.345023839653248,25.68769073486328,61486000
2014-05-08,25.574627363923494,26.151361714836064,25.512144057342276,25.795303344726562,49040000
2014-05-09,25.719926130580514,26.15135980526697,25.503217089425334,26.115158081054688,45224000
2014-05-12,26.37401790387645,26.71668669377473,26.159293273455155,26.700817108154297,38968000
2014-05-13,26.75784716302876,26.976538721537537,26.674536093120654,26.855043411254883,40240000
2014-05-14,26.868928344189378,26.868928344189378,26.43699904161931,26.501466751098633,25618000
2014-05-15,26.438486406308606,26.481135091319185,26.05019514720072,26.239133834838867,36658000
2014-05-16,26.262934975289845,26.324427014940426,25.963906144191405,26.198469161987305,38154000
2014-05-19,26.22723219489297,26.74644137402414,26.067552648100254,26.720653533935547,39530000
2014-05-20,26.778676620076237,27.093573188717514,26.60858317494867,26.798017501831055,48506000
2014-05-21,26.922485785435374,27.262177012609836,26.883308396842846,27.25969886779785,31294000
2014-05-22,27.383675328172444,27.669314634404437,27.32416579941026,27.544841766357422,42994000
2014-05-23,27.677744673105394,28.01842907075316,27.48136776431151,27.958921432495117,53450000
2014-05-27,28.15628728284804,28.50788116455078,27.97627560419169,28.50788116455078,43716000
2014-05-28,28.493007029216344,28.646239623129492,28.263899690120823,28.288694381713867,31632000
