f1_log_ret,f2_gap_ret,f3_parkinson,f4_vol_z,f6_rsi_14,f7_macd_hist,f8_bb_width,f5_rel_ret
0.05123849700102605,0.17222019697967594,-0.2584676070356227,-0.45012551206073037,-0.4962033303429301,-0.03661450404599514,-0.7057445261240303,0.1338647213174474
-0.6709299806732719,-0.1064702358492275,-0.20501465115906709,0.36232346978077246,-0.797641422462903,-0.04808597895248021,-0.7132797487963006,-0.0063732951529019664
-1.14350947499821,-0.0004482365739935429,0.26179879261540906,0.3449883287987415,-1.216348012214794,-0.06997483265943291,-0.6668941473364401,-0.9552598049497777
-0.17523753373387244,0.40227932844872216,-0.3383591240614377,1.4357755943654242,-1.246816573287265,-0.08230513457121545,-0.6066561050947593,-0.6884415483930084
1.1833025622435616,0.6933995902528834,0.15139627029579378,1.049463687396664,-0.5319759653405672,-0.06710564269285056,-0.6348701871875235,0.758472713616082
0.05255563801033214,0.13979641125269304,-0.34492919637114855,0.3770883975469903,-0.4646465502741958,-0.05255581211206956,-0.6363352493871145,0.4520012558977185
-0.5191362997383425,0.06879896048340325,-0.19374001736330593,0.18223465416022921,-0.6572248147343428,-0.04797030948068301,-0.6278646876624022,-0.2568468809599446
-0.13798094354859838,0.42470058513246467,0.35090490095338756,0.6621897479745036,-0.6801297004178358,-0.04386578838548696,-0.6300081363751887,-0.0020975187565787094
0.05395162189503939,-0.8581009824823576,-0.4034801636108401,-0.07304783501679984,-0.6009294116224954,-0.03724447336154159,-0.6420935935273078,0.36984264504189784
-0.33015593950188943,0.3881669125441886,-0.3889674983400891,0.2511385741459643,-0.7187838088064737,-0.035259957199152085,-0.6690352765924938,0.03137399399279441
0.539823882173389,-0.21369244836076165,-0.2414718247087733,0.26306252797249385,-0.3644537247134032,-0.022770716718038153,-0.6686766786822453,0.16143108744460777
0.017546975961950925,0.382715794063518,-0.3270034440746731,-0.13483568664384912,-0.30913806051667014,-0.012406376819421009,-0.6712666255921833,-0.019818081576989992
0.3916714275873055,-0.492092744885635,0.002351015634787061,-0.014453590219270004,-0.061323075662121126,0.0020065222557655144,-0.678466193892857,0.31662361565535074
0.5018015042268433,0.0312722217888955,-0.021972707098869098,0.1597042382470266,0.20908889282306586,0.02005313214584654,-0.6954310839531487,0.04176473517810064
0.014126416155083305,-0.03868905589673583,-0.7988621641538756,-0.32647215098259835,0.2527200966141598,0.03154903000296387,-0.6879357038886156,0.2974867968445469
-0.23524897218877944,-0.4113065967098483,-0.8446123204596127,-0.26063520852093286,0.14725546966577194,0.034196812963587536,-0.682586928587981,-0.3386852115002172
-1.7762927254107759,-1.201159503399381,0.36832852785326964,2.2899389727417567,-0.7399583096926444,0.006820093895394503,-0.7003556301622695,-1.5706157629296296
-0.6503675700916269,0.7440388896792791,0.2031448201210203,1.179762659145963,-0.9469916878469155,-0.01994365691527964,-0.6944435779142635,-0.2052674327104564
0.7407578308344576,-0.07024542082958779,0.232793251081132,0.6607059157896404,-0.5466246080589202,-0.023631336014846464,-0.7134771165185152,0.56921458805553
-1.108243802652432,-0.603613176490805,0.33388475875545875,1.3251721236047695,-0.9042704997330193,-0.040909142050178454,-0.6713034203063282,-0.7775147585401719
0.6579797838561481,0.3296009070469161,0.49981841448211684,0.7903193933498975,-0.5843730762729016,-0.038808100351571694,-0.6743816030066887,0.33674559426948564
0.7620531656762816,0.3911803479054523,-0.25003520807493285,-0.16019855215841888,-0.2601578264986312,-0.02272591971497356,-0.6675513788034088,0.3779960661980751
-0.00025995829500181824,-0.3156063899140322,-0.4319323742391374,-0.17279451133413945,-0.22873734694751147,-0.01054790860553185,-0.7046487997325688,0.20892515872287776
0.4723374730026626,-0.03707122081050825,-0.5792598508163932,-0.6141771702660025,-0.02495450607478156,0.0060797539024263795,-0.7356149803717457,0.2044371200986033
-0.23685522578630172,-0.17482850693867236,-0.4466780766782398,0.3627101141127548,-0.09431808352052347,0.013273351016661505,-0.7185560592518203,-0.1253570161103689
-0.11930136465111009,-0.5194109125745136,-0.6954312518898894,1.1577660033454644,-0.11047011631083178,0.01600287975960277,-0.7045281031334696,0.0911799465083504
0.8622840062271931,-0.03781595959510358,0.12578233594401833,0.4992492395658544,0.24148887726296636,0.03161319383393814,-0.6388774945273396,0.6594295869245599
-0.3160015953400832,0.06033297858584461,-0.6214982611038031,1.5952109729908843,0.12067726023206668,0.03526020989153621,-0.612418356860505,-0.36358203661387756
2.290674306505501,3.7856143868942724,-0.022259913078523888,3.23612623202955,0.7862356635641651,0.07499924373975303,-0.30611324707624815,2.454659177525928
-0.07019296703663744,-0.26359976160616394,-0.4499110464991336,0.685869075527109,0.7896488259640267,0.0952262530555354,-0.11424445614814438,-0.21079444746830436
0.022084193030251158,-0.23201608679179364,-0.607302278342005,-0.04862825691594611,0.8149501407313311,0.1035339708429455,0.05284103831417055,0.009296059596364712
-0.4871464840119092,-0.20039229676459594,-0.7119913740405478,-0.28488338676032715,0.58291370140867,0.0947846009962922,0.14249721598914075,-0.5530892483623965
0.007489422619519847,0.7739131081111752,-0.6055729301550206,-0.30779774710087476,0.6092047052094326,0.08417510597695343,0.22827458147250929,0.08773215404333522
0.16140911458372292,-0.16959187913320645,-0.6241347298578147,-0.3878514016365634,0.6807075545849589,0.07542848471161406,0.3225103668466481,-0.005724359949375459
-0.36359122089186713,-0.1378412913501514,-0.7751457790237449,-0.618326290143187,0.5054565907916139,0.05895234346266809,0.3834736591767005,-0.39154434509727193
0.2782759431550351,0.16249843443538467,-0.6227739097118398,-0.45869744027761516,0.621375084969064,0.04953138966895131,0.4534188755931749,0.2702024298184272
-0.3484193436059217,-0.38937479492061305,-0.7748743707783772,-0.5557979012215062,0.4511063836677983,0.03393819391067613,0.42521480662387223,-0.3430852998302849
0.007409299932203055,-0.04327280467663935,-0.710191531369789,-0.3063911488431149,0.48425335118535884,0.021404818952130283,0.3347133772641953,0.10736078085718355
-0.3029713398233544,-0.295891051477147,-0.9235032571828602,-0.24342085392733467,0.33636692105361754,0.005963152581851659,0.2668824918664355,-0.1793558633333052
0.7454184366972967,-0.29710388650650515,0.2243107693243666,0.7466506591934998,0.6371011009959077,0.007846406602790101,0.11799619569848606,0.6974623292917425
-0.7301905993796817,-0.6349424348003173,-0.4582183487365996,-0.18867188012510341,0.22749707863246665,-0.0055051696529440025,-0.03765576422339823,-0.6738385366470823
0.29956733579855077,-0.3593496315292374,-0.3691182026600868,0.2520933965534471,0.3693398073105979,-0.009611193253310885,-0.13465935236174412,0.5939272340394759
0.5669210676192954,-0.10648313116668079,-0.260007583110176,0.8558842282525893,0.5889004905336463,-0.0028484034133094463,-0.22221947876934667,0.6977162581008246
-0.5547637588022434,-0.5056471340716412,-0.7251916112297884,0.37317902237980094,0.30116584983966316,-0.009651893553742902,-0.31861157795749173,-0.03503420243529307
0.005716901426079253,-0.07544392136585946,-0.8083094306548876,0.12860893786483607,0.3345332179038392,-0.014607005526518895,-0.46411450328147136,-0.11886274001802463
0.5020765170392699,0.20240625533458367,-0.3775502493258661,1.914798540265714,0.5416861986736883,-0.00921888857597201,-0.639512629658948,1.3535599694536302
-0.2653438201760606,-0.10648810494640888,-0.3840578591219173,0.292668701812994,0.42372896630786755,-0.011423125714378196,-0.75828783912692,-0.17818867802640195
-0.40242523156639476,-0.782694513087601,-0.12800400271595275,1.1239457300685571,0.2206505102984404,-0.020705380569733145,-1.0175601734735722,-0.9776349005513655
-0.040153188889511096,-0.4469206352094156,-0.2959545434914638,1.1811786640596276,0.23965385618997992,-0.027431651317974322,-1.010222188751238,0.25845260186999713
0.32071057024505006,0.4463244413789116,-0.5861571224688155,0.2367224412903287,0.4082072985782818,-0.02568185618194192,-0.9789104170958685,-0.11757562983411536
0.3307491684116095,-0.2589877416148402,-0.3404254236931586,0.7020529826971446,0.5681802792626451,-0.018410623729020918,-0.9138796884074551,0.5795891783205327
-0.6518538959769129,-0.10648298152763355,0.09473934645111393,1.4529726398173988,0.17997031827316556,-0.025886172959443482,-0.9260775720395663,-1.254722930278765
0.436307215213894,0.137935655060896,-0.30035970454290745,0.6181337452660985,0.3897183818159262,-0.022450146686866082,-0.9047790071105708,0.7762578912699973
0.2823940853856988,0.46389563131080824,-0.5208254804367121,1.5872632761603362,0.526202157234293,-0.015035413088644442,-0.8482356195181608,0.02442359616907901
-1.2167087455426127,-2.225703401818819,-0.6057992306146616,1.222365240172087,-0.1390151511824397,-0.03280987064934424,-0.8831455907700392,-1.3616876681843775
-0.5578841295950043,-0.32255787801427543,-0.3192753029177252,0.4657081953539497,-0.3611238832170022,-0.0532309543041115,-0.8892588482736398,-0.39833145167981254
-2.2378798604508097,-0.13771585399758438,1.7487874433743094,1.852560934474817,-1.083671749595662,-0.10252869496353455,-0.6846580551304059,-2.0742427740025877
-0.20010548334232064,-1.5516966615267223,0.0017976494325801506,0.10187500813727818,-1.1130110440104233,-0.13226765440807473,-0.51251522228198,-0.09650218525111641
0.5797751423018973,0.2929112594504397,0.22796986454836737,0.07935820315780666,-0.8248646184766246,-0.13494094203253715,-0.4431311631865564,0.6631584700264668
0.05876338191386466,0.2201361634552958,-0.5295749719974934,-0.4334440283981717,-0.7634705823708458,-0.12888026197178892,-0.38011359461319627,-0.3905651808131305
-0.9608958262453952,-0.3023301965519803,-0.20523426735538886,0.35121435929730743,-1.025349697534808,-0.13442658517606235,-0.260401962598676,-0.7601591679537071
0.04547628562350456,0.16048354148407823,-0.3939125098561228,0.0614900588075411,-0.9664969683948991,-0.12992109598406826,-0.16615261522637337,0.2535274972930735
-0.0038886157284243297,0.2921842262233373,-0.6740492272393348,-1.0780558200944101,-0.9279838147496708,-0.11989388590783014,-0.10467885644865756,-0.10769880607898116
0.8955476284938689,-0.40626064115997385,0.8464252970175565,1.5550458831099796,-0.4927432964395293,-0.09155039391200402,-0.0921077828169359,0.8640506719815361
0.21439196205598654,-0.1064550782458713,-0.174814469738711,0.6517680885080136,-0.37097912641809894,-0.06438425360531623,-0.0924330930050199,0.4230930794982473
0.16498071465837938,-0.04251133288910826,-0.4397418623641626,0.32023513953665644,-0.26902625347364917,-0.04007323323220456,-0.12105402341799625,0.10869990903028606
0.7012033217901468,-0.6488862884077721,0.2547973046564244,0.3918465020376494,0.03073415556538896,-0.009302101573261421,-0.13887305046631032,0.7224877038771687
0.2634304598616688,-0.04435331300961094,-0.7444088316587424,-0.6754593503511701,0.15350460114782666,0.01632935368321776,-0.1341256658946202,0.1421649490810188
-0.4041185032497722,-0.26042191816109744,-0.5554827240987947,-0.7832654597165474,-0.005992997887658692,0.025436658925183833,-0.14081643341138173,-0.2561692642389465
-0.37634515178189376,-0.3863794669708756,-0.5017433842849264,-0.9107287467266717,-0.14734109949082452,0.024163854193621135,-0.17190470825210027,-0.49372066159944605
0.3268705630370183,0.0811191455768462,-0.34066292689634947,-0.6572042152945697,0.017301354631922252,0.028802411103684974,-0.22320234001161673,0.2606634619767295
-0.2988505690671785,-0.5097410099477054,-0.6141426769900017,-1.2076186845555255,-0.09267847023842633,0.025725964927094086,-0.24675553414733548,-0.3060811167886337
-0.5315495628347324,-1.584625001371679,-0.49662025570099827,-0.07892093672858805,-0.31261619635073495,0.01383417797591145,-0.31996424126137435,-0.1158875832609865
-0.25626422879148836,0.20810798088591523,-0.5407069961977002,-0.5050338439973303,-0.39367330691396524,0.0018460266518286585,-0.45031579997858145,-0.6492114901420543
-0.1322964688855589,0.7437892709623982,-0.4942354404557666,-0.4430018096843804,-0.4166202981524412,-0.0074446227428404885,-0.4893282332964385,-0.06358092459220412
0.3016239520823097,0.30474283929706464,-0.31908220827020667,-0.566565081203998,-0.22043853032919744,-0.007000607915941537,-0.494738314298538,0.21179221896114972
-0.22448846216704935,-1.4046695795288044,0.3114359965673914,-0.06951691943068422,-0.2973324190039521,-0.009680725640196997,-0.5392205151917069,-0.3328290016962074
-0.3806588079451344,-0.13794319994345666,-0.4229559950845895,-0.21275010082216772,-0.45806752934992895,-0.016887463413055623,-0.6087935394060026,-0.516147058602164
0.17854786858477328,0.11554562694428885,0.0810173537003009,-0.10578541539033724,-0.31057553401827,-0.016813217057396863,-0.6359475014071674,0.4430433919144823
0.08424197011264586,-0.2327161362977207,-0.4302682119300099,-0.23043957128202222,-0.21640957360433424,-0.01379117457152835,-0.656967125244824,0.01800822650728486
-0.3484193436059217,-0.6102125536890767,-0.6897624229644651,-0.5323344469168918,-0.3764626906057452,-0.016644906733722584,-0.7697842207228645,-0.20513809595616003
0.007409299932203055,-0.45507362197051493,-0.6662013988628461,-0.25066555946737007,-0.31992157172765817,-0.016805532740131444,-0.8981322657838942,0.48199371606150493
0.7553520518958222,0.45871788736093333,-0.2346329470018557,0.08558688781600571,0.13617243287563016,-0.0020151666553586754,-1.0319029021885915,0.5204337983001158
-0.2977072190914134,-0.16803905931855379,-0.662877492825751,-0.49276274738697645,-0.007851943991842475,0.0026962949940972573,-1.0746872736761808,-0.43653463595607434
-0.9785501328039471,-0.35452957357279735,-0.025914903921442058,0.9258610645111166,-0.522478729387058,-0.011083870663474445,-1.0949682059600157,-0.6663393229713929
0.023413828569610967,0.273711754308321,-0.18897076682065195,1.4550871434091446,-0.4614253877329736,-0.018165879453333256,-1.102009797461683,0.2510269464325854
0.5155048871425154,-0.3921063290510618,-0.04766329417981618,3.365424004481278,-0.1422985760937964,-0.01201574490285612,-1.1043959543342186,0.5129071621164973
-2.720348397316325,-4.870819509490216,1.6669436943872304,3.5831164843666468,-1.1608978634008973,-0.053306401960485125,-0.8673680458321047,-3.8394609335243057
-0.4171209162691402,-1.0877563412980022,-0.31229299548953987,1.1066870815283982,-1.2449666312111713,-0.0826109827398577,-0.6658805524311243,-0.2615559870934867
0.24594220056175753,-0.617208989137631,-0.15762967422234644,0.47644442956013805,-1.0867971795548013,-0.09189457890171686,-0.5528177991821276,0.47636811846425126
0.11179688352889047,0.3957208529190539,-0.48878792979315155,0.15368765686532646,-0.9916495460961181,-0.09012425999226395,-0.49924491556166584,0.17753220739945294
0.4675744533183431,0.09363495136364289,-0.38600543910383317,0.06458256199375961,-0.7307517860384434,-0.07539513301947748,-0.4883371223302253,0.18472375828196222
-0.06942475644937152,0.1888270175092182,-0.6836111858961651,-0.22127109769461742,-0.7231233749415291,-0.0620912970435827,-0.4701743715175047,-0.0823459855183881
-0.13401004206235573,-0.2709449961467332,-0.8165308224674741,0.18725222304066605,-0.7420523232035141,-0.05134656417884893,-0.4510304210869981,-0.24666751621936722
-0.3005127357500726,-0.014014624578522043,-0.7676667791399606,-0.09801954522563543,-0.8283172988101016,-0.04545446238329072,-0.4254998177847798,-0.3063072610803476
-0.0855893578536919,-0.07322021812373421,-0.7458410201790717,-0.3197554153404505,-0.8283173016152181,-0.039252797764470077,-0.41863351548753025,-0.026862341708286164
-0.331431555388898,-0.07319034227228628,-0.7638945360982776,-0.14644253496431509,-0.9330579647280792,-0.03719416952051232,-0.40240779781613467,-0.4806429856314359
-0.13498904475711604,0.06081532832820032,-0.8981305751202653,-0.24578597399767366,-0.9544123037481618,-0.03452571618605633,-0.3816424163772228,-0.016317910058999213
